Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
IndiGo,15-05-2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,16-05-2021 10:05,12h 55m,1 stop,No info,15149
IndiGo,09-06-2019,Kolkata,Banglore,CCU → HYD → BLR,19:20,23:45,4h 25m,1 stop,No info,4205
IndiGo,06-03-2019,Delhi,Cochin,DEL → BOM → COK,07:30,21:00,13h 30m,1 stop,No info,15147
IndiGo,06-03-2019,Banglore,New Delhi,BLR → BOM → DEL,08:55,07-03-2021 09:00,24h 5m,1 stop,In-flight meal not included,13712
IndiGo,09-03-2019,Delhi,Cochin,DEL → MAA → COK,17:20,10-03-2021 09:25,16h 5m,1 stop,No info,12415
IndiGo,15-05-2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,15:10,23:30,8h 20m,2 stops,No info,5192
IndiGo,15-05-2019,Kolkata,Banglore,CCU → BBI → BLR,06:50,10:30,3h 40m,1 stop,No info,5162
IndiGo,03-03-2019,Delhi,Cochin,DEL → HYD → COK,06:40,16:10,9h 30m,1 stop,No info,9027
IndiGo,24-03-2019,Kolkata,Banglore,CCU → BOM → BLR,13:55,25-03-2021 18:10,28h 15m,1 stop,In-flight meal not included,11134
IndiGo,24-05-2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,25-05-2021 09:20,13h 20m,1 stop,In-flight meal not included,10844
IndiGo,24-03-2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,25-03-2021 10:50,17h 50m,1 stop,No info,12890
IndiGo,09-06-2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,10-06-2021 16:20,20h 20m,1 stop,No info,14571
IndiGo,12-05-2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,13-05-2021 21:05,28h 5m,1 stop,No info,12121
IndiGo,09-05-2019,Delhi,Cochin,DEL → BOM → COK,13:00,10-05-2021 04:25,15h 25m,1 stop,In-flight meal not included,12373
IndiGo,09-03-2019,Banglore,New Delhi,BLR → MAA → DEL,11:50,23:55,12h 5m,1 stop,No info,10972
IndiGo,01-06-2019,Delhi,Cochin,DEL → BOM → COK,02:15,12:35,10h 20m,1 stop,In-flight meal not included,10262
IndiGo,27-05-2019,Delhi,Cochin,DEL → BOM → COK,16:00,28-05-2021 04:25,12h 25m,1 stop,In-flight meal not included,12898
IndiGo,18-05-2019,Delhi,Cochin,DEL → HYD → COK,08:35,16:10,7h 35m,1 stop,No info,6442
IndiGo,03-04-2019,Banglore,Delhi,BLR → DEL,09:45,12:35,2h 50m,non-stop,No info,5403
IndiGo,21-04-2019,Delhi,Cochin,DEL → HYD → COK,07:35,12:10,4h 35m,1 stop,No info,5703
IndiGo,09-05-2019,Delhi,Cochin,DEL → BOM → COK,08:00,19:15,11h 15m,1 stop,In-flight meal not included,9871
IndiGo,15-04-2019,Kolkata,Banglore,CCU → BLR,15:30,18:05,2h 35m,non-stop,No info,4174
IndiGo,21-05-2019,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,22-05-2021 19:15,26h,2 stops,No info,11972
IndiGo,18-04-2019,Kolkata,Banglore,CCU → BLR,09:00,11:25,2h 25m,non-stop,No info,4174
IndiGo,21-05-2019,Kolkata,Banglore,CCU → BLR,17:15,19:50,2h 35m,non-stop,No info,4804
IndiGo,01-04-2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,20:45,14h 15m,1 stop,No info,12681
IndiGo,06-06-2019,Kolkata,Banglore,CCU → BLR,10:20,12:55,2h 35m,non-stop,No info,4508
IndiGo,03-06-2019,Delhi,Cochin,DEL → BOM → COK,20:55,04-06-2021 19:00,22h 5m,1 stop,In-flight meal not included,10262
IndiGo,03-03-2019,Delhi,Cochin,DEL → BOM → COK,19:00,04-03-2021 01:35,6h 35m,1 stop,No info,16775
IndiGo,12-06-2019,Delhi,Cochin,DEL → BOM → COK,17:00,13-06-2021 01:30,8h 30m,1 stop,No info,7198
IndiGo,15-06-2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,16-06-2021 04:25,18h 45m,2 stops,No info,13014
IndiGo,12-05-2019,Kolkata,Banglore,CCU → BBI → IXR → DEL → BLR,12:00,13-05-2021 23:15,35h 15m,3 stops,No info,10991
IndiGo,21-06-2019,Chennai,Kolkata,MAA → CCU,07:05,09:20,2h 15m,non-stop,No info,3687
IndiGo,12-05-2019,Kolkata,Banglore,CCU → BLR,19:55,22:25,2h 30m,non-stop,No info,5530
IndiGo,27-03-2019,Kolkata,Banglore,CCU → BLR,22:20,28-03-2021 00:40,2h 20m,non-stop,No check-in baggage included,3815
IndiGo,01-03-2019,Kolkata,Banglore,CCU → BLR,14:15,16:45,2h 30m,non-stop,No info,6535
IndiGo,03-03-2019,Delhi,Cochin,DEL → BOM → COK,20:50,04-03-2021 04:25,7h 35m,1 stop,No info,17234
IndiGo,06-03-2019,Delhi,Cochin,DEL → DED → BOM → COK,16:50,08-03-2021 04:25,35h 35m,2 stops,No info,19907
IndiGo,27-03-2019,Delhi,Cochin,DEL → BLR → COK,20:30,28-03-2021 23:00,26h 30m,1 stop,No info,5022
IndiGo,27-03-2019,Delhi,Cochin,DEL → BOM → COK,04:00,15:30,11h 30m,1 stop,No info,6305
IndiGo,21-03-2019,Delhi,Cochin,DEL → MAA → BOM → COK,16:10,22-03-2021 18:50,26h 40m,2 stops,In-flight meal not included,8728
IndiGo,01-06-2019,Banglore,Delhi,BLR → DEL,21:15,02-06-2021 00:15,3h,non-stop,No info,3943
IndiGo,18-03-2019,Mumbai,Hyderabad,BOM → HYD,16:55,18:25,1h 30m,non-stop,No info,3175
IndiGo,24-03-2019,Banglore,New Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,No info,7229
IndiGo,09-03-2019,Delhi,Cochin,DEL → HYD → MAA → COK,07:05,21:20,14h 15m,2 stops,No info,8620
IndiGo,09-03-2019,Banglore,New Delhi,BLR → CCU → DEL,05:50,22:45,16h 55m,1 stop,No info,10657
IndiGo,21-03-2019,Banglore,New Delhi,BLR → BOM → DEL,08:00,20:20,12h 20m,1 stop,In-flight meal not included,7832
IndiGo,27-06-2019,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,28-06-2021 19:00,29h 35m,2 stops,In-flight meal not included,11150
IndiGo,01-03-2019,Banglore,New Delhi,BLR → BOM → DEL,22:50,02-03-2021 19:10,20h 20m,1 stop,No info,25735
IndiGo,09-05-2019,Delhi,Cochin,DEL → ATQ → BOM → COK,20:00,10-05-2021 04:25,8h 25m,2 stops,No info,16263
IndiGo,24-06-2019,Delhi,Cochin,DEL → BOM → COK,11:40,25-06-2021 01:30,13h 50m,1 stop,In-flight meal not included,5797
IndiGo,06-06-2019,Delhi,Cochin,DEL → BDQ → BOM → COK,18:25,07-06-2021 04:25,10h,2 stops,No info,14237
IndiGo,09-06-2019,Delhi,Cochin,DEL → BOM → COK,09:00,10-06-2021 04:25,19h 25m,1 stop,In-flight meal not included,10262
IndiGo,09-06-2019,Delhi,Cochin,DEL → BOM → COK,15:00,10-06-2021 19:00,28h,1 stop,In-flight meal not included,10262
IndiGo,12-05-2019,Banglore,Delhi,BLR → DEL,04:00,06:50,2h 50m,non-stop,No info,3943
IndiGo,21-05-2019,Delhi,Cochin,DEL → BOM → COK,19:15,22-05-2021 12:35,17h 20m,1 stop,In-flight meal not included,12898
IndiGo,15-05-2019,Banglore,Delhi,BLR → DEL,01:30,04:15,2h 45m,non-stop,No info,3419
IndiGo,15-03-2019,Banglore,New Delhi,BLR → DEL,21:20,16-03-2021 00:15,2h 55m,non-stop,No info,8033
IndiGo,01-03-2019,Banglore,New Delhi,BLR → BOM → DEL,05:45,19:10,13h 25m,1 stop,No info,27992
IndiGo,12-05-2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,13-05-2021 10:05,12h 55m,1 stop,No info,13941
IndiGo,21-05-2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,22-05-2021 04:40,9h 45m,1 stop,No info,14388
IndiGo,12-05-2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,13-05-2021 16:20,21h 25m,1 stop,In-flight meal not included,10844
IndiGo,03-03-2019,Delhi,Cochin,DEL → HYD → COK,06:40,22:20,15h 40m,1 stop,No info,11600
IndiGo,06-06-2019,Chennai,Kolkata,MAA → CCU,22:05,07-06-2021 00:25,2h 20m,non-stop,No info,5277
IndiGo,03-06-2019,Delhi,Cochin,DEL → BOM → COK,14:00,04-06-2021 04:25,14h 25m,1 stop,In-flight meal not included,10262
IndiGo,03-03-2019,Banglore,New Delhi,BLR → DEL,04:00,06:50,2h 50m,non-stop,No info,6144
IndiGo,03-06-2019,Delhi,Cochin,DEL → BOM → COK,21:50,04-06-2021 04:25,6h 35m,1 stop,In-flight meal not included,12898
IndiGo,12-05-2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,13-05-2021 04:40,22h 10m,1 stop,No info,13941
IndiGo,18-05-2019,Delhi,Cochin,DEL → BOM → COK,14:00,19-05-2021 04:25,14h 25m,1 stop,In-flight meal not included,12373
IndiGo,03-04-2019,Kolkata,Banglore,CCU → BLR,17:10,19:40,2h 30m,non-stop,No check-in baggage included,3841
IndiGo,18-05-2019,Kolkata,Banglore,CCU → JAI → BOM → BLR,08:20,19-05-2021 07:55,23h 35m,2 stops,No info,10697
IndiGo,01-03-2019,Banglore,New Delhi,BLR → BOM → DEL,11:40,02-03-2021 00:45,13h 5m,1 stop,No info,26890
IndiGo,01-06-2019,Mumbai,Hyderabad,BOM → HYD,13:15,14:45,1h 30m,non-stop,No check-in baggage included,2175
IndiGo,27-05-2019,Delhi,Cochin,DEL → PNQ → COK,23:30,28-05-2021 04:35,5h 5m,1 stop,No info,9476
IndiGo,24-05-2019,Mumbai,Hyderabad,BOM → HYD,21:05,22:25,1h 20m,non-stop,No info,3100
IndiGo,15-06-2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,16-06-2021 04:25,22h 55m,2 stops,In-flight meal not included,10368
IndiGo,18-05-2019,Mumbai,Hyderabad,BOM → HYD,22:45,19-05-2021 00:15,1h 30m,non-stop,No info,2017
IndiGo,15-04-2019,Kolkata,Banglore,CCU → BLR,06:55,09:30,2h 35m,non-stop,No check-in baggage included,3841
IndiGo,21-05-2019,Delhi,Cochin,DEL → NAG → BOM → COK,05:55,22-05-2021 19:15,37h 20m,2 stops,No info,10493
IndiGo,09-03-2019,Banglore,New Delhi,BLR → DEL,05:45,08:35,2h 50m,non-stop,No info,5126
IndiGo,18-06-2019,Banglore,Delhi,BLR → DEL,23:30,19-06-2021 02:20,2h 50m,non-stop,No info,3943
IndiGo,06-03-2019,Delhi,Cochin,DEL → HYD → BOM → COK,07:05,07-03-2021 19:15,36h 10m,2 stops,No info,11552
IndiGo,21-03-2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:15,9h 15m,1 stop,No info,7934
IndiGo,01-03-2019,Mumbai,Hyderabad,BOM → HYD,15:00,16:25,1h 25m,non-stop,No info,6092
IndiGo,12-06-2019,Delhi,Cochin,DEL → PNQ → COK,23:30,13-06-2021 04:35,5h 5m,1 stop,No info,10112
IndiGo,09-03-2019,Chennai,Kolkata,MAA → CCU,07:05,09:20,2h 15m,non-stop,No info,6627
IndiGo,03-06-2019,Delhi,Cochin,DEL → IDR → BOM → COK,21:25,04-06-2021 12:35,15h 10m,2 stops,In-flight meal not included,11507
IndiGo,01-03-2019,Banglore,New Delhi,BLR → BOM → DEL,22:50,03-03-2021 00:45,25h 55m,1 stop,No info,26890
IndiGo,12-03-2019,Banglore,New Delhi,BLR → BOM → DEL,05:45,11:25,5h 40m,1 stop,No info,13817
IndiGo,01-04-2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,02-04-2021 04:40,7h 30m,1 stop,No info,13364
IndiGo,06-06-2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,07-06-2021 10:45,17h 45m,1 stop,No info,9187
IndiGo,09-05-2019,Chennai,Kolkata,MAA → CCU,22:05,10-05-2021 00:25,2h 20m,non-stop,No info,5277
IndiGo,12-03-2019,Banglore,New Delhi,BLR → AMD → DEL,00:30,08:45,8h 15m,1 stop,No info,13492
IndiGo,12-06-2019,Kolkata,Banglore,CCU → BBI → BLR,06:50,10:30,3h 40m,1 stop,No info,5162
IndiGo,09-06-2019,Delhi,Cochin,DEL → BOM → COK,07:00,12:55,5h 55m,1 stop,No info,5897
IndiGo,03-06-2019,Kolkata,Banglore,CCU → BLR,14:15,16:45,2h 30m,non-stop,No info,5510
IndiGo,06-03-2019,Banglore,New Delhi,BLR → BOM → DEL,16:55,07-03-2021 10:25,17h 30m,1 stop,No info,17261
IndiGo,21-05-2019,Delhi,Cochin,DEL → BOM → COK,11:40,22-05-2021 01:30,13h 50m,1 stop,No info,7485
IndiGo,21-06-2019,Chennai,Kolkata,MAA → CCU,11:40,13:55,2h 15m,non-stop,No info,4667
IndiGo,15-05-2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,16-05-2021 18:00,21h 35m,1 stop,No info,14151
IndiGo,27-05-2019,Delhi,Cochin,DEL → BOM → COK,16:00,28-05-2021 01:30,9h 30m,1 stop,No info,7048
IndiGo,21-03-2019,Delhi,Cochin,DEL → BOM → COK,19:45,22-03-2021 04:25,8h 40m,1 stop,No info,12557
IndiGo,15-06-2019,Delhi,Cochin,DEL → IDR → BOM → COK,15:05,16-06-2021 01:30,10h 25m,2 stops,No info,15965
IndiGo,03-03-2019,Banglore,New Delhi,BLR → CCU → GAU → DEL,11:05,07-03-2021 22:10,35h 5m,2 stops,No info,11791
IndiGo,03-03-2019,Delhi,Cochin,DEL → HYD → MAA → COK,07:05,21:20,14h 15m,2 stops,No info,8291
IndiGo,21-04-2019,Banglore,Delhi,BLR → DEL,16:55,19:55,3h,non-stop,No info,4990
IndiGo,12-05-2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,13-05-2021 18:50,25h 50m,1 stop,No info,9135
IndiGo,12-04-2019,Kolkata,Banglore,CCU → BLR,22:50,13-04-2021 01:20,2h 30m,non-stop,No info,4409
IndiGo,21-05-2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,22-05-2021 04:40,8h 40m,1 stop,In-flight meal not included,10844
IndiGo,27-05-2019,Delhi,Cochin,DEL → BOM → COK,09:00,19:00,10h,1 stop,No info,10407
IndiGo,27-05-2019,Delhi,Cochin,DEL → BOM → COK,07:30,19:00,11h 30m,1 stop,No info,9315
IndiGo,24-05-2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,25-05-2021 04:40,7h 30m,1 stop,In-flight meal not included,9663
IndiGo,21-03-2019,Delhi,Cochin,DEL → BOM → COK,18:35,22-03-2021 01:35,7h,1 stop,No info,9264
IndiGo,15-05-2019,Chennai,Kolkata,MAA → CCU,09:45,12:00,2h 15m,non-stop,No info,3597
IndiGo,24-06-2019,Delhi,Cochin,DEL → HYD → COK,05:05,12:10,7h 5m,1 stop,No info,6442
IndiGo,09-05-2019,Delhi,Cochin,DEL → BOM → COK,17:30,10-05-2021 01:30,8h,1 stop,No info,15078
IndiGo,01-05-2019,Kolkata,Banglore,CCU → NAG → BLR,18:05,23:30,5h 25m,1 stop,No info,6218
IndiGo,12-06-2019,Delhi,Cochin,DEL → BOM → COK,13:00,13-06-2021 12:35,23h 35m,1 stop,In-flight meal not included,10262
IndiGo,09-03-2019,Delhi,Cochin,DEL → BOM → COK,19:00,10-03-2021 01:35,6h 35m,1 stop,No info,13677
IndiGo,24-06-2019,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,non-stop,No info,8016
IndiGo,03-06-2019,Delhi,Cochin,DEL → BOM → COK,17:30,04-06-2021 12:35,19h 5m,1 stop,In-flight meal not included,10262
IndiGo,27-06-2019,Kolkata,Banglore,CCU → BLR,06:55,09:30,2h 35m,non-stop,No info,3873
IndiGo,27-06-2019,Delhi,Cochin,DEL → PNQ → COK,08:45,13:15,4h 30m,1 stop,No info,4812
IndiGo,15-05-2019,Mumbai,Hyderabad,BOM → HYD,22:45,16-05-2021 00:15,1h 30m,non-stop,No info,2017
IndiGo,21-03-2019,Kolkata,Banglore,CCU → BLR,20:25,23:05,2h 40m,non-stop,No info,4462
IndiGo,15-06-2019,Delhi,Cochin,DEL → AMD → BOM → COK,05:00,16-06-2021 07:40,26h 40m,2 stops,No info,10231
IndiGo,21-03-2019,Banglore,New Delhi,BLR → VGA → DEL,10:30,22:55,12h 25m,1 stop,No info,6383
IndiGo,24-06-2019,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,25-06-2021 07:40,14h 25m,2 stops,No info,11989
IndiGo,24-03-2019,Banglore,New Delhi,BLR → DEL,18:55,21:45,2h 50m,non-stop,No info,7303
IndiGo,21-04-2019,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,non-stop,No info,7229
IndiGo,21-06-2019,Mumbai,Hyderabad,BOM → HYD,08:45,10:15,1h 30m,non-stop,In-flight meal not included,4995
IndiGo,15-06-2019,Delhi,Cochin,DEL → BOM → COK,13:00,21:00,8h,1 stop,No info,7408
IndiGo,15-05-2019,Kolkata,Banglore,CCU → GAU → DEL → BLR,16:45,16-05-2021 12:30,19h 45m,2 stops,No info,14960
IndiGo,24-03-2019,Banglore,New Delhi,BLR → DEL,23:25,28-03-2021 02:10,2h 45m,non-stop,No info,4482
IndiGo,01-06-2019,Delhi,Cochin,DEL → HYD → COK,06:50,16:10,9h 20m,1 stop,No info,6442
IndiGo,12-05-2019,Banglore,Delhi,BLR → DEL,08:20,11:20,3h,non-stop,In-flight meal not included,6144
IndiGo,27-05-2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,28-05-2021 12:35,26h 55m,2 stops,No info,15129
IndiGo,21-05-2019,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,22-05-2021 19:15,21h 15m,2 stops,No info,10231
IndiGo,03-04-2019,Banglore,Delhi,BLR → DEL,20:00,22:50,2h 50m,non-stop,No info,4823
IndiGo,09-06-2019,Banglore,Delhi,BLR → DEL,08:30,11:20,2h 50m,non-stop,No info,4823
IndiGo,21-05-2019,Delhi,Cochin,DEL → BOM → COK,11:30,22-05-2021 04:25,16h 55m,1 stop,In-flight meal not included,12898
IndiGo,01-05-2019,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,non-stop,No info,5678
IndiGo,09-03-2019,Delhi,Cochin,DEL → BHO → BOM → COK,05:55,10-03-2021 07:40,25h 45m,2 stops,No info,14483
IndiGo,15-05-2019,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,non-stop,In-flight meal not included,2228
IndiGo,15-06-2019,Delhi,Cochin,DEL → HYD → COK,13:15,22:30,9h 15m,1 stop,No info,8018
IndiGo,06-03-2019,Delhi,Cochin,DEL → BOM → COK,09:55,21:00,11h 5m,1 stop,In-flight meal not included,15136
IndiGo,24-04-2019,Delhi,Cochin,DEL → MAA → COK,15:45,22:05,6h 20m,1 stop,No info,5583
IndiGo,12-06-2019,Delhi,Cochin,DEL → CCU → BOM → COK,14:25,13-06-2021 19:15,28h 50m,2 stops,No info,13381
IndiGo,15-03-2019,Banglore,New Delhi,BLR → COK → DEL,06:55,16-03-2021 10:50,27h 55m,1 stop,No info,7932
IndiGo,09-05-2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,10-05-2021 08:15,12h 15m,1 stop,In-flight meal not included,7757
IndiGo,18-05-2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19-05-2021 04:25,22h 55m,2 stops,In-flight meal not included,13029
IndiGo,09-06-2019,Kolkata,Banglore,CCU → BLR,06:55,09:30,2h 35m,non-stop,No check-in baggage included,3841
IndiGo,03-03-2019,Banglore,New Delhi,BLR → DEL,13:20,16:10,2h 50m,non-stop,No info,10216
IndiGo,21-05-2019,Mumbai,Hyderabad,BOM → HYD,21:05,22:25,1h 20m,non-stop,No info,3100
IndiGo,21-03-2019,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,22-03-2021 19:15,26h,2 stops,No info,8245
IndiGo,01-03-2019,Banglore,New Delhi,BLR → CCU → DEL,11:05,19:50,8h 45m,1 stop,1 Long layover,14594
IndiGo,01-06-2019,Delhi,Cochin,DEL → BDQ → BOM → COK,18:25,02-06-2021 12:35,18h 10m,2 stops,No info,14237
IndiGo,21-05-2019,Kolkata,Banglore,CCU → JAI → DEL → BLR,08:20,23:15,14h 55m,2 stops,No info,13164
IndiGo,09-06-2019,Delhi,Cochin,DEL → BOM → COK,20:55,10-06-2021 04:25,7h 30m,1 stop,No info,14924
IndiGo,21-05-2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,22-05-2021 16:20,19h 10m,1 stop,In-flight meal not included,10844
IndiGo,06-05-2019,Kolkata,Banglore,CCU → GAU → BLR,10:20,17:35,7h 15m,1 stop,In-flight meal not included,7064
IndiGo,24-05-2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,18:50,11h 40m,1 stop,No info,9555
IndiGo,24-06-2019,Delhi,Cochin,DEL → BOM → COK,10:35,19:15,8h 40m,1 stop,No info,7155
IndiGo,09-06-2019,Delhi,Cochin,DEL → BOM → COK,08:00,19:00,11h,1 stop,No info,12192
IndiGo,18-05-2019,Delhi,Cochin,DEL → BLR → COK,16:45,19-05-2021 07:10,14h 25m,1 stop,No info,7353
IndiGo,27-06-2019,Delhi,Cochin,DEL → HYD → COK,07:35,12:10,4h 35m,1 stop,No info,5054
IndiGo,15-06-2019,Delhi,Cochin,DEL → IXU → BOM → COK,17:50,16-06-2021 01:30,7h 40m,2 stops,No info,18485
IndiGo,06-06-2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,18:15,11h 45m,1 stop,In-flight meal not included,10844
IndiGo,18-05-2019,Banglore,Delhi,BLR → DEL,08:20,11:20,3h,non-stop,In-flight meal not included,6144
IndiGo,01-05-2019,Mumbai,Hyderabad,BOM → HYD,19:05,20:35,1h 30m,non-stop,No info,2754
IndiGo,27-03-2019,Delhi,Cochin,DEL → BOM → COK,15:05,28-03-2021 01:35,10h 30m,1 stop,No info,12327
IndiGo,06-05-2019,Kolkata,Banglore,CCU → BLR,06:55,09:30,2h 35m,non-stop,No check-in baggage included,3841
IndiGo,18-05-2019,Delhi,Cochin,DEL → BOM → COK,22:50,19-05-2021 04:25,5h 35m,1 stop,In-flight meal not included,12373
IndiGo,21-05-2019,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,22-05-2021 19:15,21h 15m,2 stops,No info,10231
IndiGo,21-05-2019,Delhi,Cochin,DEL → BOM → COK,09:15,21:00,11h 45m,1 stop,No info,7318
IndiGo,06-03-2019,Banglore,New Delhi,BLR → BOM → DEL,11:40,07-03-2021 07:40,20h,1 stop,No info,16736
IndiGo,09-06-2019,Delhi,Cochin,DEL → LKO → COK,21:50,10-06-2021 03:35,5h 45m,1 stop,No info,6195
IndiGo,06-06-2019,Mumbai,Hyderabad,BOM → HYD,05:45,07:15,1h 30m,non-stop,No info,2753
IndiGo,24-03-2019,Chennai,Kolkata,MAA → CCU,09:30,12:05,2h 35m,non-stop,No check-in baggage included,3807
IndiGo,03-03-2019,Delhi,Cochin,DEL → IDR → BOM → COK,05:25,05-03-2021 04:25,47h,2 stops,No info,20064
IndiGo,21-06-2019,Delhi,Cochin,DEL → COK,21:05,22-06-2021 00:20,3h 15m,non-stop,No info,5406
IndiGo,01-06-2019,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,02-06-2021 19:15,21h 15m,2 stops,No info,10441
IndiGo,06-05-2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,07-05-2021 09:45,13h 20m,1 stop,In-flight meal not included,8066
IndiGo,27-06-2019,Banglore,Delhi,BLR → DEL,17:00,19:45,2h 45m,non-stop,No info,6961
IndiGo,21-03-2019,Delhi,Cochin,DEL → COK,14:55,17:50,2h 55m,non-stop,No info,5586
IndiGo,01-06-2019,Delhi,Cochin,DEL → BLR → COK,17:40,23:00,5h 20m,1 stop,No info,7384
IndiGo,01-03-2019,Banglore,New Delhi,BLR → BOM → DEL,11:40,02-03-2021 09:00,21h 20m,1 stop,No info,20800
IndiGo,12-05-2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,12:00,5h 30m,1 stop,No info,13941
IndiGo,03-05-2019,Banglore,Delhi,BLR → DEL,08:20,11:20,3h,non-stop,In-flight meal not included,5198
IndiGo,18-03-2019,Chennai,Kolkata,MAA → CCU,09:30,12:05,2h 35m,non-stop,No check-in baggage included,3807
IndiGo,03-03-2019,Delhi,Cochin,DEL → HYD → COK,09:45,22:20,12h 35m,1 stop,No info,13838
IndiGo,24-06-2019,Delhi,Cochin,DEL → HYD → MAA → COK,07:05,25-06-2021 09:25,26h 20m,2 stops,No info,11185
IndiGo,21-06-2019,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,non-stop,In-flight meal not included,7229
IndiGo,12-06-2019,Delhi,Cochin,DEL → BOM → COK,21:50,13-06-2021 04:25,6h 35m,1 stop,In-flight meal not included,10262
IndiGo,09-03-2019,Kolkata,Banglore,CCU → BLR,19:35,22:05,2h 30m,non-stop,No info,4384
IndiGo,27-06-2019,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,28-06-2021 12:35,23h 10m,2 stops,No info,12819
IndiGo,06-05-2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,07-05-2021 10:05,12h 55m,1 stop,In-flight meal not included,7757
IndiGo,21-04-2019,Delhi,Cochin,DEL → BLR → COK,20:30,22-04-2021 23:00,26h 30m,1 stop,No info,7174
IndiGo,01-06-2019,Delhi,Cochin,DEL → HYD → COK,11:55,22:30,10h 35m,1 stop,No info,6674
IndiGo,18-05-2019,Mumbai,Hyderabad,BOM → HYD,20:05,21:40,1h 35m,non-stop,No info,2227
IndiGo,12-06-2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,13-06-2021 12:35,17h 5m,2 stops,No info,13014
IndiGo,21-03-2019,Mumbai,Hyderabad,BOM → HYD,16:55,18:25,1h 30m,non-stop,No info,3175
IndiGo,01-03-2019,Kolkata,Banglore,CCU → BLR,09:35,12:20,2h 45m,non-stop,No info,6565
IndiGo,01-04-2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,02-04-2021 23:35,28h 40m,1 stop,No info,12681
IndiGo,01-06-2019,Chennai,Kolkata,MAA → CCU,07:05,09:20,2h 15m,non-stop,No info,3687
IndiGo,15-06-2019,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,non-stop,In-flight meal not included,3210
IndiGo,06-03-2019,Kolkata,Banglore,CCU → BLR,20:25,23:05,2h 40m,non-stop,No info,4778
IndiGo,03-06-2019,Delhi,Cochin,DEL → BOM → COK,11:25,19:00,7h 35m,1 stop,No info,10877
IndiGo,24-05-2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,25-05-2021 10:45,14h 25m,1 stop,No info,9187
IndiGo,15-03-2019,Banglore,New Delhi,BLR → COK → DEL,22:00,16-03-2021 23:20,25h 20m,1 stop,No info,6850
IndiGo,12-05-2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,18:15,9h 50m,1 stop,No info,14781
IndiGo,06-05-2019,Kolkata,Banglore,CCU → GAU → DEL → BLR,16:45,07-05-2021 08:55,16h 10m,2 stops,No info,13227
IndiGo,09-05-2019,Banglore,Delhi,BLR → DEL,07:00,09:40,2h 40m,non-stop,No info,4668
IndiGo,24-05-2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,12:00,5h 30m,1 stop,No info,14178
IndiGo,06-05-2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,07-05-2021 09:45,16h 45m,1 stop,In-flight meal not included,8066
IndiGo,06-05-2019,Banglore,Delhi,BLR → DEL,13:00,15:50,2h 50m,non-stop,No info,3943
